Species	Genus	CF	n_genomes_cf	positive_genomes	prevalence	mean_copy_all	mean_copy_pos	n_genomes	n_skin	n_nasal	module	functional_theme	functional_theme_short
Acinetobacter lwoffii_K	Acinetobacter	CF8	3	3	1	1	1	3	3	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF1	3	3	1	1	1	3	3	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter lwoffii_K	Acinetobacter	CF3	3	3	1	1	1	3	3	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF4	3	2	0.666666666666667	0.666666666666667	1	3	3	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter lwoffii_K	Acinetobacter	CF7	3	3	1	3.33333333333333	3.33333333333333	3	3	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter lwoffii_K	Acinetobacter	CF2_10	3	3	1	2	2	3	3	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF2_4	3	3	1	1.66666666666667	1.66666666666667	3	3	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF6	3	3	1	1	1	3	3	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF5	3	3	1	1	1	3	3	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter lwoffii_K	Acinetobacter	CF9_12	3	0	0	0	0	3	3	0	module7	Poorly characterized candidate modules	Poorly characterized
Acinetobacter lwoffii_K	Acinetobacter	CF9_9	3	3	1	1	1	3	3	0	module7	Poorly characterized candidate modules	Poorly characterized
Acinetobacter lwoffii_K	Acinetobacter	CF10	3	0	0	0	0	3	3	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter lwoffii_K	Acinetobacter	CF22	3	0	0	0	0	3	3	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter lwoffii_K	Acinetobacter	CF25	3	0	0	0	0	3	3	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter lwoffii_K	Acinetobacter	CF11	3	0	0	0	0	3	3	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF19	3	3	1	6.66666666666667	6.66666666666667	3	3	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF13	3	3	1	3	3	3	3	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter lwoffii_K	Acinetobacter	CF14	3	3	1	1	1	3	3	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter lwoffii_K	Acinetobacter	CF24	3	2	0.666666666666667	0.666666666666667	1	3	3	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter lwoffii_K	Acinetobacter	CF15_17	3	0	0	0	0	3	3	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter lwoffii_K	Acinetobacter	CF15_19	3	3	1	1	1	3	3	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter lwoffii_K	Acinetobacter	CF16	3	3	1	1	1	3	3	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter lwoffii_K	Acinetobacter	CF17_20	3	0	0	0	0	3	3	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF17_23	3	0	0	0	0	3	3	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter lwoffii_K	Acinetobacter	CF18	3	3	1	1	1	3	3	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter lwoffii_K	Acinetobacter	CF20	3	3	1	1.66666666666667	1.66666666666667	3	3	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter lwoffii_K	Acinetobacter	CF21	3	3	1	1	1	3	3	0	module16	Poorly characterized candidate modules	Poorly characterized
Acinetobacter lwoffii_K	Acinetobacter	CF23	3	3	1	1	1	3	3	0	module17	Poorly characterized candidate modules	Poorly characterized
Acinetobacter lwoffii_K	Acinetobacter	CF26	3	0	0	0	0	3	3	0	module18	Intercellular communication signal	Communication signal
Acinetobacter nosocomialis	Acinetobacter	CF0	3	3	1	2	2	3	3	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF12	3	3	1	7	7	3	3	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF8	3	3	1	3.66666666666667	3.66666666666667	3	3	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF1	3	3	1	1	1	3	3	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter nosocomialis	Acinetobacter	CF3	3	3	1	1	1	3	3	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF4	3	3	1	1	1	3	3	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter nosocomialis	Acinetobacter	CF7	3	3	1	1	1	3	3	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter nosocomialis	Acinetobacter	CF2_10	3	3	1	2	2	3	3	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF2_4	3	3	1	1	1	3	3	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF6	3	3	1	1	1	3	3	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF5	3	3	1	1	1	3	3	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter nosocomialis	Acinetobacter	CF9_12	3	0	0	0	0	3	3	0	module7	Poorly characterized candidate modules	Poorly characterized
Acinetobacter nosocomialis	Acinetobacter	CF9_9	3	3	1	1	1	3	3	0	module7	Poorly characterized candidate modules	Poorly characterized
Acinetobacter nosocomialis	Acinetobacter	CF10	3	0	0	0	0	3	3	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter nosocomialis	Acinetobacter	CF22	3	0	0	0	0	3	3	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter nosocomialis	Acinetobacter	CF25	3	0	0	0	0	3	3	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter nosocomialis	Acinetobacter	CF11	3	3	1	1	1	3	3	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF19	3	3	1	16.3333333333333	16.3333333333333	3	3	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF13	3	3	1	2.33333333333333	2.33333333333333	3	3	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter nosocomialis	Acinetobacter	CF14	3	3	1	1	1	3	3	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter nosocomialis	Acinetobacter	CF24	3	2	0.666666666666667	0.666666666666667	1	3	3	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter nosocomialis	Acinetobacter	CF15_17	3	0	0	0	0	3	3	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter nosocomialis	Acinetobacter	CF15_19	3	3	1	1	1	3	3	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter nosocomialis	Acinetobacter	CF16	3	3	1	1	1	3	3	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter nosocomialis	Acinetobacter	CF17_20	3	0	0	0	0	3	3	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF17_23	3	0	0	0	0	3	3	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter nosocomialis	Acinetobacter	CF18	3	3	1	1	1	3	3	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter nosocomialis	Acinetobacter	CF20	3	3	1	1	1	3	3	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter nosocomialis	Acinetobacter	CF21	3	3	1	1	1	3	3	0	module16	Poorly characterized candidate modules	Poorly characterized
Acinetobacter nosocomialis	Acinetobacter	CF23	3	3	1	1	1	3	3	0	module17	Poorly characterized candidate modules	Poorly characterized
Acinetobacter nosocomialis	Acinetobacter	CF26	3	0	0	0	0	3	3	0	module18	Intercellular communication signal	Communication signal
Acinetobacter parvus	Acinetobacter	CF0	10	10	1	1	1	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF12	10	10	1	3.1	3.1	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF8	10	10	1	1	1	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF1	10	10	1	1	1	10	10	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter parvus	Acinetobacter	CF3	10	9	0.9	0.9	1	10	10	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF4	10	10	1	1	1	10	10	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter parvus	Acinetobacter	CF7	10	10	1	1.8	1.8	10	10	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter parvus	Acinetobacter	CF2_10	10	10	1	1	1	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF2_4	10	10	1	1	1	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF6	10	10	1	1	1	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF5	10	10	1	1	1	10	10	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter parvus	Acinetobacter	CF9_12	10	0	0	0	0	10	10	0	module7	Poorly characterized candidate modules	Poorly characterized
Acinetobacter parvus	Acinetobacter	CF9_9	10	10	1	1	1	10	10	0	module7	Poorly characterized candidate modules	Poorly characterized
Acinetobacter parvus	Acinetobacter	CF10	10	0	0	0	0	10	10	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter parvus	Acinetobacter	CF22	10	0	0	0	0	10	10	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter parvus	Acinetobacter	CF25	10	0	0	0	0	10	10	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter parvus	Acinetobacter	CF11	10	0	0	0	0	10	10	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF19	10	10	1	3.1	3.1	10	10	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF13	10	10	1	3	3	10	10	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter parvus	Acinetobacter	CF14	10	10	1	1	1	10	10	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter parvus	Acinetobacter	CF24	10	10	1	1	1	10	10	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter parvus	Acinetobacter	CF15_17	10	1	0.1	0.1	1	10	10	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter parvus	Acinetobacter	CF15_19	10	9	0.9	0.9	1	10	10	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter parvus	Acinetobacter	CF16	10	10	1	1	1	10	10	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter parvus	Acinetobacter	CF17_20	10	0	0	0	0	10	10	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF17_23	10	0	0	0	0	10	10	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter parvus	Acinetobacter	CF18	10	10	1	1.1	1.1	10	10	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter parvus	Acinetobacter	CF20	10	10	1	1	1	10	10	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter parvus	Acinetobacter	CF21	10	10	1	1	1	10	10	0	module16	Poorly characterized candidate modules	Poorly characterized
Acinetobacter parvus	Acinetobacter	CF23	10	10	1	1	1	10	10	0	module17	Poorly characterized candidate modules	Poorly characterized
Acinetobacter parvus	Acinetobacter	CF26	10	0	0	0	0	10	10	0	module18	Intercellular communication signal	Communication signal
Acinetobacter pittii	Acinetobacter	CF0	10	10	1	2.3	2.3	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF12	10	10	1	6.3	6.3	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF8	10	10	1	4.1	4.1	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF1	10	10	1	1	1	10	10	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter pittii	Acinetobacter	CF3	10	10	1	1	1	10	10	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF4	10	10	1	1	1	10	10	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter pittii	Acinetobacter	CF7	10	10	1	1	1	10	10	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter pittii	Acinetobacter	CF2_10	10	10	1	2.4	2.4	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF2_4	10	10	1	2	2	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF6	10	10	1	1	1	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF5	10	10	1	1	1	10	10	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter pittii	Acinetobacter	CF9_12	10	0	0	0	0	10	10	0	module7	Poorly characterized candidate modules	Poorly characterized
Acinetobacter pittii	Acinetobacter	CF9_9	10	10	1	1	1	10	10	0	module7	Poorly characterized candidate modules	Poorly characterized
Acinetobacter pittii	Acinetobacter	CF10	10	0	0	0	0	10	10	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter pittii	Acinetobacter	CF22	10	0	0	0	0	10	10	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter pittii	Acinetobacter	CF25	10	0	0	0	0	10	10	0	module8	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter pittii	Acinetobacter	CF11	10	10	1	1.2	1.2	10	10	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF19	10	10	1	15.2	15.2	10	10	0	module9	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF13	10	10	1	3.1	3.1	10	10	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter pittii	Acinetobacter	CF14	10	10	1	1	1	10	10	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter pittii	Acinetobacter	CF24	10	10	1	1	1	10	10	0	module10	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter pittii	Acinetobacter	CF15_17	10	0	0	0	0	10	10	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter pittii	Acinetobacter	CF15_19	10	10	1	1	1	10	10	0	module11	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter pittii	Acinetobacter	CF16	10	10	1	1	1	10	10	0	module12	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter pittii	Acinetobacter	CF17_20	10	10	1	1	1	10	10	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF17_23	10	0	0	0	0	10	10	0	module13	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter pittii	Acinetobacter	CF18	10	10	1	1	1	10	10	0	module14	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter pittii	Acinetobacter	CF20	10	9	0.9	0.9	1	10	10	0	module15	Translation and RNA-centered regulation	Translation/RNA regulation
Acinetobacter pittii	Acinetobacter	CF21	10	9	0.9	0.9	1	10	10	0	module16	Poorly characterized candidate modules	Poorly characterized
Acinetobacter pittii	Acinetobacter	CF23	10	10	1	1	1	10	10	0	module17	Poorly characterized candidate modules	Poorly characterized
Acinetobacter pittii	Acinetobacter	CF26	10	0	0	0	0	10	10	0	module18	Intercellular communication signal	Communication signal
Acinetobacter radioresistens	Acinetobacter	CF0	10	10	1	2.2	2.2	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter radioresistens	Acinetobacter	CF12	10	10	1	4.9	4.9	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter radioresistens	Acinetobacter	CF8	10	10	1	3	3	10	10	0	module1	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter radioresistens	Acinetobacter	CF1	10	10	1	1	1	10	10	0	module2	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter radioresistens	Acinetobacter	CF3	10	10	1	1	1	10	10	0	module3	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter radioresistens	Acinetobacter	CF4	10	10	1	1	1	10	10	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter radioresistens	Acinetobacter	CF7	10	10	1	3	3	10	10	0	module4	Stress adaptation and envelope homeostasis	Stress/envelope homeostasis
Acinetobacter radioresistens	Acinetobacter	CF2_10	10	10	1	1	1	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter radioresistens	Acinetobacter	CF2_4	10	10	1	2	2	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter radioresistens	Acinetobacter	CF6	10	10	1	1	1	10	10	0	module5	Nutrient acquisition and substrate utilization	Nutrient/substrate use
Acinetobacter radioresistens	Acinetobacter	CF5	10	10	1	1	1	10	10	0	module6	Nucleotide metabolism and genome maintenance	Nucleotide/genome maintenance
Acinetobacter radioresistens	Acinetobacter	CF9_12	10	0	0	0	0	10	10	0	module7	Poorly characterized candidate modules	Poorly characterized
